name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Myrmidon Greaves	100	0	3	1	62	71	0	0	208	0	24	0	81	73	43335	497859	uhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	0	0	0	flphbt	invhbt									0	0	0	0	0	boot	34	0	0	5	0	0	0	0	0	6	0	30	50	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Spiderweb Sash	100	0	1	1	55	62	0	0	50	0	12	0	67	59	31638	270466	ulc			lbl	lbl	lbl	zlb	ulc	0	16	2	1	0	0	0	flplbl	invlbl									0	0	0	0	0	belt	17	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Vampirefang Belt	100	0	1	1	56	63	0	0	50	0	14	0	69	61	33130	300879	uvc			vbl	vbl	vbl	zvb	uvc	0	16	2	1	0	0	0	flpvbl	invvbl									0	0	0	0	0	belt	2	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Mithril Coil	100	0	2	1	58	65	0	0	106	0	16	0	72	64	35664	345000	umc			mbl	mbl	mbl	zmb	umc	0	16	2	1	0	0	0	flpmbl	invmbl									0	0	0	0	0	belt	2	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Troll Belt	100	0	2	1	59	66	0	0	151	0	18	0	77	69	38693	411380	utc			mbl	mbl	tbl	ztb	utc	0	16	2	1	0	0	0	flptbl	invtbl									0	0	0	0	0	belt	2	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Colossus Girdle	100	0	3	1	61	71	0	0	185	0	24	0	81	73	42947	493775	uhc			hbl	hbl	hbl	zhb	uhc	0	16	2	1	0	0	0	flphbl	invhbl									0	0	0	0	0	belt	2	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Bone Visage	100	0	4	1	70	108	0	0	106	0	40	0	78	70	55984	598161	uh9			bhm	bhm	bhm	xh9	uh9	0	0	2	2	0	0	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm	12	0	0	5	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Troll Nest	100	0	4	1	65	120	0	0	106	20	74	0	76	68	56874	586580	ush			bsh	bsh	bsh	xsh	ush	0	7	2	3	0	0	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	24	38	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Blade Barrier	100	0	4	1	69	84	0	0	118	20	83	0	72	64	44413	413914	upk			spk	spk	spk	xpk	upk	0	7	2	3	0	0	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	26	40	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Alpha Helm	100	0	2	1	52	62	0	0	44	0	20	0	28	20	13122	82061	dr6			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	3	1	flpdr1	invdr1									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	0	0	1
Griffon Headress	100	0	3	1	46	68	0	0	50	0	20	0	31	23	14478	82062	dr7			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	3	1	flpdr4	invdr2									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	0	0	1
Hunter's Guise	100	0	3	1	67	81	0	0	56	0	20	0	37	29	22440	82063	dr8			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	3	1	flpdr3	invdr3									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Sacred Feathers	100	0	4	1	58	87	0	0	62	0	20	0	40	32	23718	82064	dr9			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	3	1	flpdr4	invdr4									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Totemic Mask	100	0	5	1	73	98	0	0	65	0	20	0	43	35	29943	82065	dra			dr1	dr1	dr5	dra	drf	0	0	2	2	1	3	1	flpdr1	invdr5									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Jawbone Visor	100	0	2	1	55	68	0	0	58	0	25	0	28	20	14153	82061	ba6			ba1	dr1	ba1	ba6	bab	0	0	2	2	1	3	1	flpba1	invba1									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			5	0	0	xxx	xxx	0	0	1
Lion Helm	100	0	3	1	63	75	0	0	73	0	35	0	31	23	17528	82062	ba7			ba1	bhm	ba2	ba7	bac	0	0	2	2	1	3	1	flpba1	invba2									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			5	0	0	xxx	xxx	0	0	1
Rage Mask	100	0	3	1	78	90	0	0	88	0	45	0	37	29	25373	82063	ba8			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	3	1	flpba3	invba3									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Savage Helmet	100	0	4	1	85	98	0	0	103	0	50	0	40	32	29828	82064	ba9			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	3	1	flpba5	invba4									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Slayer Guard	100	0	5	1	93	120	0	0	118	0	55	0	43	35	37283	82065	baa			ba5	bhm	ba5	baa	baf	0	0	2	2	1	3	1	flpba5	invba5									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Akaran Targe	100	0	2	1	47	58	0	0	44	10	20	0	28	20	12136	82065	pa6		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd	18	0	0	5	0	1	0	0	0	1	0	12	16	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			0	0	0	xxx	xxx	0	0	1
Akaran Rondache	100	0	3	1	50	67	0	0	59	15	30	0	31	23	14917	82066	pa7		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd	18	0	0	5	0	2	0	0	0	1	0	15	20	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			0	0	0	xxx	xxx	0	0	1
Protector Shield	100	0	3	1	59	79	0	0	69	20	40	0	37	29	20907	82067	pa8		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	ashd	18	0	0	5	0	3	0	0	0	1	0	18	24	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0	0	1
Guilded Shield	100	0	4	1	74	94	0	0	89	22	50	0	40	32	27463	82068	pa9		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	ashd	18	0	0	5	0	4	0	0	0	1	0	20	28	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0	0	1
Royal Shield	100	0	5	1	80	100	0	0	114	25	60	0	43	35	31566	82069	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd	18	0	0	5	0	5	0	0	0	1	0	24	32	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	2	1	38	48	0	0	38	3	20	0	28	20	9880	82069	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1									0	0	0	0	0	head	41	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	0	0	1
Fetish Trophy	100	0	3	1	41	52	0	0	41	5	20	0	31	23	11863	82070	ne7		305	ne2	bhm	ne2	ne7	nec	0	10	2	2	1	2	2	flpne2	invne2									0	0	0	0	0	head	41	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	3	1	44	55	0	0	47	8	20	0	37	29	15001	82071	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3									0	0	0	0	0	head	41	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Cantor Trophy	100	0	4	1	50	64	0	0	50	10	20	0	40	32	18646	82072	ne9		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4									0	0	0	0	0	head	41	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	5	1	58	70	0	0	58	12	20	0	43	35	22383	82073	nea		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5									0	0	0	0	0	head	41	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Blood Spirt	100	0	2	1	101	145	0	0	86	0	20	0	56	48	55865	413914	drb			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	3	1	flpdr1	invdr1									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Sun Spirit	100	0	3	1	98	147	0	0	95	0	20	0	58	50	58065	413915	drc			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	3	1	flpdr4	invdr2									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Earth Spirit	100	0	3	1	107	152	0	0	104	0	20	0	63	55	65992	413916	drd			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	3	1	flpdr3	invdr3									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Sky Spirit	100	0	4	1	103	155	0	0	113	0	20	0	65	57	67999	413917	dre			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	3	1	flpdr4	invdr4									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Dream Spirit	100	0	5	1	109	159	0	0	118	0	20	0	67	59	73101	413918	drf			dr1	dr1	dr5	dra	drf	0	0	2	2	1	3	1	flpdr1	invdr5									0	0	0	0	0	pelt	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	0	0	1
Carnage Helm	100	0	2	1	102	147	0	0	106	0	25	0	56	48	56666	413918	bab			ba1	dr1	ba1	ba6	bab	0	0	2	2	1	3	1	flpba1	invba1									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Fury Visor	100	0	3	1	105	150	0	0	129	0	35	0	58	50	60306	413919	bac			ba1	bhm	ba2	ba7	bac	0	0	2	2	1	3	1	flpba1	invba2									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	3	1	111	156	0	0	151	0	45	0	63	55	67934	413920	bad			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	3	1	flpba3	invba3									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	4	1	114	159	0	0	174	0	50	0	65	57	71898	413921	bae			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	3	1	flpba5	invba4									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
Guardian Crown	100	0	5	1	117	168	0	0	196	0	55	0	67	59	77609	413922	baf			ba5	bhm	ba5	baa	baf	0	0	2	2	1	3	1	flpba5	invba5									0	0	0	0	0	phlm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	0	0	xxx	xxx	0	0	1
