Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	CanSlow	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDam1	LevDam2	LevDam3	EType	EMin	Emax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood
RadamentHandOfGod	348	0	0	0	21	0	0	0	0	0	0	0	0	0	HandOfGod	21	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
RadamentHolyBolt	349	12	12	0	50	0	0	0	255	255	255	0	0	1	HolyBoltMissile	16	16	0	0	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunControl	350	0	0	0	300	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunFlash	351	0	0	0	12	0	4	0	255	255	255	0	0	1	yellowBallGlowIntro	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunBall	352	12	12	0	300	0	0	0	255	255	255	0	0	1	yellowBallGlow2	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
QueenDeathCenter	353	0	0	0	100	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
QueenDeathGlob	354	6	6	0	20	0	0	0	255	255	255	0	0	0	QueenDeathGuts	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
QueenDeathSplat1	355	0	0	0	50	0	0	0	255	255	255	0	0	0	QueenDeathPuddle	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
QueenDeathSplat2	356	0	0	0	50	0	0	0	255	255	255	0	0	0	QueenDeathPuddle2	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
HealingBolt	357	14	14	0	30	0	2	0	222	222	255	1	0	1	HolyBoltMissile	16	16	0	0	0	0	3	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDelay	358	0	0	0	50	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleBirth	359	0	0	0	21	0	0	0	0	0	0	0	0	0	smithholebirth	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleNeutral	360	0	0	0	189	0	0	0	0	0	0	0	0	1	smithholeneutral	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDeath	361	0	0	0	21	0	0	0	0	0	0	0	0	0	smithholedeath	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDead	362	0	0	0	400	0	0	0	0	0	0	0	0	1	smithholedead	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
DurielDeathControl	363	0	0	0	400	0	0	0	0	0	0	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
DurielDeathRock	364	0	0	0	40	0	0	0	0	0	0	0	0	1	Rock_large	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
DurielDeathDebris	365	12	12	0	40	0	0	0	0	0	0	0	0	1	Rock_small	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
DurielDeathSmoke	366	0	0	0	25	0	0	0	0	0	0	0	0	0	FireSmoke	26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
MephistoExplosion	367	0	0	0	12	0	0	0	255	255	255	0	0	0	MephistoMissileExplosion	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
OrbMist	368	2	2	0	400	0	2	0	255	125	125	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
OrbMistTrail	369	3	3	0	50	0	2	0	255	125	125	0	0	1	mist_Fade_Orb_Loop	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
OrbMistFade	370	3	3	0	15	0	2	0	255	125	125	0	0	0	mist_Fade_Orb	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Pilum	371	24	24	0	40	0	0	0	255	255	255	0	0	0	Pilum	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	32	0
Diablo Appears	372	0	0	0	300	0	0	0	255	255	255	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFControl	373	0	0	0	200	0	8	1	255	255	255	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFFragment1	374	6	6	0	16	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	16	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFFragment2	375	0	0	0	25	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	16	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFFragment3	376	0	0	0	10	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	16	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFSpirit1	377	8	4	0	55	0	0	0	255	255	255	0	0	1	SoulForgeRisingSoul	33	16	0	1	8	19	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HFReserved3	378	0	0	0	0	0	0	0	255	255	255	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Izual Control	379	0	0	0	200	0	0	0	255	255	255	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	Lightning Start	150	Lightning Stop	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Izual Mist Loop	380	4	4	0	50	0	2	0	255	255	255	0	0	0	IzualDeathClouds	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Izual Mist Fade	381	0	0	0	15	0	0	0	255	255	255	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Izual Lightning	382	3	3	0	50	0	2	0	255	255	255	0	0	0	IzualDeathParticles	25	16	0	0	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Izual Lightning Trail	383	3	3	0	50	0	0	0	255	255	255	0	0	0	null	1	16	0	0	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Cairn Stones Bolt	384	0	0	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	16	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Expansion																																																																						
Bomb in Air	0	12	12	0	50	0	0	0	255	255	255	1	0	1	expansion\FireTraumaMissile	20	16	0	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Bomb on Ground	1	0	0	0	5	0	0	0	255	255	255	0	0	0	expansion\FireTraumaGround	1	16	0	0	0	0	6	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	7	radius	0	none	0	0	0	251	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Bomb Explosion	2	0	0	0	20	0	5	1	255	178	64	0	0	0	expansion\FireTraumaXplosion	20	16	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	100	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Shock Field In Air	3	12	12	0	50	0	0	0	255	255	255	1	0	0	expansion\caltrops	8	16	0	1	0	7	6	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
Shock Field On Ground	4	0	0	0	90	0	3	0	255	255	255	0	0	1	Expansion\ShockField	10	16	1	0	0	0	3	0	0	0	1	1	1	1	25	2	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	256	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
ThrowingStar	5	24	24	0	100	50	0	0	255	255	255	1	0	1	expansion\ThrowingStarMissile	7	16	0	1	4	7	3	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	254	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
AcidSpray	6	12	12	0	6	2	0	0	255	255	255	1	0	1	frogpoisonmissile	7	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	60	frames that acid lasts	0	none	0	0	0	265	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
Blade Creeper	7	0	0	0	10	5	0	0	255	255	255	1	0	0	null	2	16	0	0	0	0	3	0	0	0	0	0	0	1	25	3	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	257	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Distraction	8	0	0	0	100	0	0	0	255	255	255	1	0	1	BigheadLightningMissile	3	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Distraction Fog	9	0	0	0	10	5	0	0	255	255	255	1	0	1	null	2	16	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	258	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Distraction Puff	10	0	0	0	25	0	0	0	255	255	255	0	0	0	FireSmoke	26	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
Distraction Start	11	0	0	0	11	0	0	0	255	255	255	1	0	0	ExpArrowExplode	11	16	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Distraction End	12	0	0	0	11	0	0	0	255	255	255	1	0	0	ExpArrowExplode	11	16	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ImpInfernoFlame1	13	20	20	0	80	0	0	0	255	178	64	1	0	0	Flamethrower	15	16	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	8	"Mana Use, 16ths."	16	Minimum range	0	0	0	282	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
ImpInfernoFlame2	14	20	20	0	80	0	0	0	255	178	64	1	0	0	Flamethrower2	15	16	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	8	"Mana Use, 16ths."	16	Minimum range	0	0	0	282	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
BaalLightningBolt	15	0	0	0	25	0	0	0	255	255	255	2	0	2	null	2	16	0	0	0	0	6	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	49	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BaalLightningTrail	16	0	0	0	5	0	0	0	255	255	255	2	0	2	expansion\lightningpiece	1	16	0	0	0	0	6	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	49	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
BaalLightningBolt	17	0	0	0	25	0	0	0	255	255	255	2	0	2	null	2	16	0	0	0	0	6	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	49	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BaalLightningTrail	18	0	0	0	5	0	0	0	255	255	255	2	0	2	expansion\lightningpiece	1	16	0	0	0	0	6	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	49	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
ImpFireball	19	18	18	0	50	0	0	0	255	178	64	1	0	1	expansion\ImpFireball	20	16	0	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	5	Radius	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	15	35	5	10	15	0	0	0	0	0	1	0
ImpFireballExplode	20	0	0	0	12	0	0	0	255	178	64	0	0	0	ExpArrowExplode	11	16	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
CatapultChargedBall On Catapult	21	0	0	0	10	0	0	0	255	255	255	0	0	1	BigheadLightningMissile	3	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
CatapultChargedBall	22	0	0	0	25	0	5	0	143	143	255	5	0	1	BigheadLightningMissile	3	16	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	4	Charged bolts	2	Charged bolts per level	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
CatapultChargedBallBolt	23	12	12	0	20	0	3	1	255	255	255	1	0	1	ChargedBolt	10	16	0	1	2	8	3	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	38	0	0	0	0	0	0	0	ltng	9	14	4	3	3	0	0	0	0	0	16	0
Imp Spawn Monsters	24	0	0	0	12	0	0	0	255	178	64	0	0	0	ExpArrowExplode	11	16	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Spike Ball On Catapult	25	0	0	0	50	0	0	0	255	255	255	1	0	0	Meteor	12	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Spike Ball	26	0	0	0	25	0	0	0	255	255	255	1	0	0	Meteor	12	16	0	1	0	7	6	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Spike In Air	27	12	12	0	50	0	0	0	255	255	255	1	0	0	expansion\FireSpikes	8	16	0	1	0	7	6	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
Catapult Spike On Ground	28	0	0	0	180	0	0	0	255	255	255	0	0	1	expansion\FireSpikesGround	8	16	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	10	21	1	1	1	0	0	0	0	0	32	0
Catapult Spike Explosion	29	0	0	0	36	0	0	0	255	255	255	0	0	0	expansion\FireSpikeExplode	14	16	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Cold Ball On Catapult	30	0	0	0	50	0	0	0	255	255	255	1	0	1	IceOrb	16	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Cold Ball	31	0	0	0	25	0	5	0	143	143	255	5	0	1	IceOrb	16	16	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	cold	8	14	5	5	5	100	25	25	25	0	1	0
Catapult Cold Explosion	32	6	6	0	15	0	0	0	255	255	255	0	0	0	IceBreakLarge	15	16	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Plague Ball On Catapult	33	0	0	0	50	0	0	0	255	255	255	0	0	1	expansion\catapultpoisonbomb	10	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Plague Ball	34	0	0	0	25	0	5	0	143	143	255	0	0	1	expansion\catapultpoisonbomb	10	16	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Plague Cloud	35	0	0	0	80	0	0	0	128	255	128	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	0	3	0	0	0	0	0	0	pois	8	13	1	1	1	600	0	0	0	0	1	0
Catapult Meteor Ball On Catapult	36	0	0	0	50	0	0	0	255	255	255	1	0	0	Meteor	12	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Catapult Meteor Ball	37	0	0	0	25	0	5	0	143	143	255	5	0	1	Meteor	12	16	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	10	11	2	2	2	0	0	0	0	0	1	0
Catapult Meteor Fire	38	0	0	0	90	25	5	1	255	178	64	0	0	1	groundFireSmall	37	16	0	1	12	36	3	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	4	0	0	0	0	0	0	fire	7	16	2	1	1	0	0	0	0	32	1	0
Tower Death	39	0	0	0	1	0	0	0	255	255	255	0	0	0	expansion\TowerDebris	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Healing Vortex	40	12	12	0	100	25	5	1	255	178	64	4	0	1	expansion\overseer_missile	8	16	0	0	0	0	3	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	291	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
SuicideCorpseExplode	41	0	0	0	13	0	0	0	255	178	64	0	0	0	CorpseExplodeGuts	13	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
SuicideFireExplode	42	0	0	0	13	0	0	0	255	178	64	0	0	0	Fsexplode	15	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
SuicideIceExplode	43	0	0	0	13	0	0	0	255	178	64	0	0	0	FreezeExplodeCenter	15	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ExplodingJavalin	44	24	24	0	40	0	0	0	255	255	255	1	0	0	Javelin	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	2	Radius of explode	0	none	0	1	1	0	8	8	0	0	0	0	0	fire	8	16	0	0	0	0	0	0	0	6	32	0
ExplodingJavalinExplosion	45	25	25	0	12	0	15	0	255	178	64	0	0	0	ExpArrowExplode	11	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
LightingTrailingJavalin	46	24	24	0	40	0	0	0	255	255	255	1	0	0	Javelin	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	32	0
LightJavalinTrail	47	12	12	0	20	0	3	1	255	255	255	2	0	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
LightJavalinExplosion	48	12	12	0	20	0	3	1	255	255	255	2	0	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
IceJavalin	49	24	24	0	40	0	0	0	255	255	255	1	0	0	Javelin	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	32	0
