skill	Id	charclass	ClassReq	Monster	Enhanceable	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	isaura	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	ItemEffect	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	Delay	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Finishing	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam1	LevDam2	LevDam3	EType	EMin	EMax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	caster state	cost mult	cost add
Scroll of Identify	217		0	0	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	0	0	0	14	0	8	0	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Book of Identify	218		0	0	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	0	0	0	14	0	8	0	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Scroll of Townportal	219		0	0	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Book of Townportal	220		0	0	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Expansion				0																																																												0	?	0	?				0	0	0																								
Raven	221	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	1	1	2	0	1	8	6	0	1	0	0	0	0	-2	monster level = your level + this + SkillLevel	5	Max ravens	0	?	0	?	12	Attacks	1	Attacks per level	summon ravens to peck out the eyes of your foes	?	1	0	0	1	?	?	100	15	8	0	2	4	1	1	1		0	0	0	0	0	0	0	0	0		256	1000
Plague Poppy	222	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	0	1	1	3	2	1	8	8	0	1	0	0	0	0	3	Number of vines	1	vines per level	20	% more hitpoints per level	0	?	0	?	0	?	a type of vine that spreads disease to enemies it contacts	?	1	0	0	1	?	?	0	0	0	0	0	0	0	0	0	pois	12	16	7	12	15	100	0	0	0		256	1000
Dire Wolf	223	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	22	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	1	2	25	2	1	1	20	1	8	15	0	0	1	0	0	0	25	% stamina increase	25	% hitpoints increase	10	% min speed increase	80	% max speed increase	0	?	0	?	turns player into a dire wolf	?	1	0	0	1	?	?	50	15	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Shape Shifting	224	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	Dire Wolf			0	0	0	0	2	1	2	52	0	8	0	0	1	0	0	0	1	1000	Base duration of all forms	500	Bonus duration per level	20	% base hitpoint bonus	5	% hitpoints per level	0	?	0	?	helps shape-changing abilities	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Firestorm	225	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	1	none	0	1	0	0	0	0				0	0	0	15	3	1	1	32	0	8	4	0	1	0	0	0	0	3	Number of missiles	0	Number of missiles per level	0	?	0	?	0	?	0	?	charged bolt like fire missiles	?	1	0	0	1	?	?	0	0	2	0	0	0	0	0	0	fire	3	6	3	4	5	0	0	0	0		256	1000
Oak Sage	226	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	1	2	0	1	2	1	16	1	8	15	1	1	0	0	0	0	30	% hitpoints more per level	5	% hitpoint bonus per level	250	duration of aura	0	?	0	?	0	?	spirit pet that increases the hitpoints of you and your pets	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Summon Spirit Wolf	227	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	Raven			0	1	2	0	1	2	2	6	1	8	15	0	1	0	0	0	0	50	% feral add to attack	15	% feral attack per level	5	max wolves	7	defense points per level	50	% defense bonus	15	% defense bonus per level	summon a wolf to fight for you	?	1	0	0	1	?	?	75	12	8	0	2	5	1	2	4		0	0	0	0	0	0	0	0	0		384	3000
Mammoth Bear	228	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	22	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	1	2	25	2	2	3	22	1	8	15	0	1	1	0	0	0	50	% Base bonus damage	7	% bonus damage per level	25	% increase armorclass	5	% armor class per level	100	% Base bonus hitpoints	0	% base hitpoints per level	turns player into a mammoth bear	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Molten Boulder	229	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	1	none	0	6	0	0	0	0	Firestorm			0	0	0	50	3	2	1	34	0	7	20	1	1	0	0	0	0	7	Explosion Radius	0	?	0	?	0	?	0	?	0	?	huge boulder that trails fire and knocks back enemies	?	1	0	0	1	?	?	0	0	2	0	0	0	0	0	0	fire	10	14	7	9	11	0	0	0	0		384	3000
Arctic Blast	230	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	18	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	3	2	3	36	0	4	6	1	1	0	0	0	0	35	base ranged (doubled)	2	level range (doubled)	4	Min Mana to start casting	0	?	0	?	0	?	"inferno, only cold"	?	1	0	0	1	?	?	0	0	2	0	0	0	0	0	0	cold	21	40	16	17	18	100	15	10	10		384	3000
Cycle of Life	231	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Plague Poppy			0	1	2	0	1	3	3	8	1	8	10	0	1	0	0	0	0	10	Radius	0	Life steal moved -->	20	% more hitpoints per level	0	?	3	min % life steal	12	max % life steal	a type of vine that eats corpses and gives you health	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Feral Rage	232	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	12	0	0	0	0	Dire Wolf			1	0	0	0	2	3	1	54	0	8	3	0	1	0	0	0	0	500	duration	2	% life steal per hit	10	Min Speed boost	70	Max Speed boost	50	% damage increase	5	% damage increase per level	"as a werewolf, work up a rage which increases speed and life stealing"	?	1	0	0	1	?	?	20	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Maul	233	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	12	0	0	0	0	Mammoth Bear			2	0	0	0	2	3	3	56	0	8	3	0	1	0	0	0	0	2	Levels per charge	3	Min charge	25	damage per charge	500	duration	25	min stun duration	150	max stun duration	"as a werebear, work up a rage which increases damage and stun length"	?	1	0	0	1	?	?	20	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Eruption	234	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	1	0	0	1	none	0	12	0	0	0	0	Molten Boulder			0	0	0	50	3	3	1	38	1	8	15	0	1	0	0	0	0	7	radius	6	Missile delay	0	Change duration in Missiles.xls	0	?	0	?	0	?	fiery cracks in the ground over an area	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	fire	15	25	6	12	16	0	0	0	0		512	8000
Cyclone Armor	235	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Arctic Blast			0	0	0	0	3	3	3	40	1	8	5	1	1	1	0	0	0	40	damage absorbed	12	additional absorbed/level	0	?	0	?	0	?	0	?	wind shield deflects missiles	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Heart of Wolverine	236	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Oak Sage			0	1	2	0	1	4	1	10	1	8	20	1	1	0	0	0	0	20	bonus hitpoints per level	3	Bonus Level	25	% attack rating bonus	7	% attack rating bonus per lvl	20	% damage increase	7	% damage increase per level	spirit pet that adds to attack rating of party within a radius	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Summon Fenris	237	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Oak Sage	Summon Spirit Wolf		0	1	2	0	1	4	2	12	1	8	20	0	1	0	0	0	0	50	% feral hitpoints	25	% feral hitpoints per level	3	max fenri	500	rage duration	100	% damage with rage	4	defense points per level	summon a wolf to fight for you	?	1	0	0	1	?	?	150	8	8	0	7	12	2	3	6		0	0	0	0	0	0	0	0	0		640	16000
Rabies	238	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk3	sk3	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Feral Rage			1	0	0	0	2	4	1	24	0	8	10	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	"as a dire wolf, bite causes disease"	?	1	0	0	1	?	?	50	7	3	0	0	0	0	0	0	pois	6	14	4	5	6	100	0	0	0		640	16000
Fire Claws	239	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a2	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Feral Rage	Maul		1	2	0	0	2	4	2	26	0	8	4	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	"as a bear, inflicts a fiery mauling attack"	?	1	0	0	1	?	?	50	15	8	8	0	0	0	0	0	fire	15	20	6	12	20	0	0	0	0		640	16000
Twister	240	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	1	none	0	18	0	0	0	0	Cyclone Armor			0	0	0	0	3	4	2	42	0	8	7	0	1	0	0	0	0	3	Number of twisters	10	Frames the target is stunned	0	?	0	?	0	?	0	?	"wtwisters that wander aimlessly, enemies are carried along with it."	?	1	0	0	1	?	?	0	0	7	0	12	16	4	7	9		0	0	0	0	0	0	0	0	0		640	16000
Vines	241	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Cycle of Life			0	1	2	0	1	5	3	14	1	8	14	1	1	0	0	0	0	3	Number of vines	1	vines per level	20	% more hitpoints per level	0	Mana steal moved -->	1	min % mana steal	8	max % mana steal	vine entity spreads parts of itself underneath enemies to slow them	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Hunger	242	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk3	sk3	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	24	0	0	0	0	Fire Claws			1	2	0	0	2	5	2	58	0	8	3	0	1	0	0	0	0	50	min % life steal	200	max % life steal	50	min % mana steal	200	max % mana steal	-75	% damage penalty	0	?	life/mana stealing bite attack	?	1	0	0	1	?	?	50	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Shock Wave	243	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Maul			2	0	0	0	2	5	3	28	0	8	7	0	1	0	0	0	0	40	stun length	15	stun length per level	0	?	0	?	0	?	0	?	"as a mammoth bear, slams ground to create a nova-like shockwave"	?	1	0	0	1	?	?	0	0	8	0	10	20	3	5	7		0	0	0	0	0	0	0	0	0		768	32000
Volcano	244	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	1	0	0	1	none	0	24	0	0	0	0	Eruption			0	0	0	100	3	5	1	44	1	8	25	0	1	0	0	0	0	12	debris range	2	delay between debris	0	?	0	?	0	?	0	?	ground opens up and boulders spew	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	fire	15	20	4	8	12	0	0	0	0		768	32000
Tornado	245	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	1	none	0	24	0	0	0	0	Twister			0	0	0	0	3	5	2	46	0	8	10	0	1	0	0	0	0	15	Frame delay between damage	3	Radius of damage	0	?	0	?	0	?	0	?	a big twister that travels in a straighter line	?	1	0	0	1	?	?	0	0	8	0	25	35	8	14	20		0	0	0	0	0	0	0	0	0		768	32000
Spirit of Barbs	246	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Heart of Wolverine			0	1	2	0	1	6	1	4	1	8	25	1	1	0	0	0	0	20	% hitpoints more per level	0	Bonus Level	50	% thorns damage back	10	% thorns damage back per level	3	% damage bounced back vs player	1	% additional bounce back/level vs player	spirit pet that adds to damage done by party within radius	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Summon Grizzly	247	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Summon Fenris			0	1	2	0	1	6	2	18	1	8	40	0	1	0	0	0	0	25	% feral add to damage	10	% feral damage per level	0	?	0	?	0	?	0	?	summons a bear to fight for you.	?	1	0	0	1	?	?	300	0	8	0	30	60	10	15	20		0	0	0	0	0	0	0	0	0		896	64000
Fury	248	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	h2h	0	30	0	0	0	0	Rabies			1	0	0	0	2	6	1	30	0	8	4	0	1	0	0	0	0	0	?	100	% frame rollback	100	% damage percent	17	damage % per level	2	Targets	5	Max targets	"as a dire wolf, attacks multiple times on one or adjacent targets"	?	1	0	0	1	?	?	50	7	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Armageddon	249	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Volcano	Hurricane		0	0	0	150	3	6	1	50	1	8	35	0	1	0	0	0	0	250	base duration	0	duration per level	8	radius to drop meteors	6	frame delay between rocks	0	?	0	?	"combination of volcano, eruption and hurricane"	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	fire	25	75	15	20	25	0	0	0	0		896	64000
Hurricane	250	dru	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Tornado			0	0	0	150	3	6	2	48	1	8	30	0	1	0	0	0	0	250	base duration	0	duration per level	8	radius	15	frames per hit search	0	?	0	?	massive windstorm that damages all enemies on screen over time	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	cold	25	50	7	10	12	50	0	0	0		896	64000
Fire Trauma	251	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	range	0	1	0	0	0	0				0	0	0	0	1	1	2	0	0	5	24	1	1	0	0	0	0	0	Range in missile spreadsheet	0	?	0	?	0	?	0	?	0	?	Throws several fire spikes on the ground	?	1	0	0	1	?	"exploding, sound"	0	0	7	0	0	0	0	0	0	fire	6	8	4	8	10	0	0	0	0		256	1000
Claw Mastery	252	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	range	0	1	0	0	0	0				0	0	0	0	2	1	2	20	0	8	0	0	1	0	0	0	1	30	Attack rating bonus percent	10	Percent attack rating per level	35	% damage percent	4	damage % per level	0	?	0	?	passive skill increases attack rating by percent	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Psychic Hammer	253	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	4	1	0	1	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	2	1	3	22	1	6	16	1	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	knock back and injure target with psychic power	?	1	0	0	1	?	"target overlay, player overlay, sound"	0	0	7	0	4	10	2	3	4		0	0	0	0	0	0	0	0	0		256	1000
Tiger Strike	254	ass	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	a2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	1	0	0	0	0				0	0	0	0	3	1	2	40	0	8	1	0	1	0	0	0	0	100	% Damage bonus	20	% damage per level	225	duration of all progressive skills	50	tohit bonus for each charge-up	0	?	0	?	raises HTH damage	?	1	0	0	1	?	player anim	40	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Dragon Talon	255	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	kick	a1	19	0	0	1	0	0	1	1	0	0	0	0	0	0	h2h	1	1	0	0	0	0				0	0	0	0	3	1	3	42	0	8	6	0	1	0	0	1	0	0	Percent damage	7	percent damage per level	0	?	0	?	0	?	0	?	kick with knockback	?	1	0	0	1	?	target overlay	40	12	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Shock Field	256	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	range	0	6	0	0	0	0	Fire Trauma			0	0	0	0	1	2	1	2	0	8	6	0	1	0	0	0	0	6	Number of missiles	4	Levels per missile	0	?	0	?	0	?	0	?	creates an electric field that remains for a period of time	?	1	0	0	1	?	missile graphic	0	0	7	0	0	0	0	0	0	ltng	10	12	2	5	7	0	0	0	0		384	3000
Blade Sentinel	257	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	range	0	6	0	0	0	0				0	0	0	50	1	2	3	4	0	8	7	0	1	0	0	0	0	100	duration	0	duration per level	5	Total number assassin traps	3	Total number pet traps	0	?	0	?	A mechanical device that roams. Proximity detonates it to do explosive damage.	?	1	0	0	1	?	"missile graphic, explosion"	0	0	8	0	6	10	3	4	5		0	0	0	0	0	0	0	0	0		384	3000
Quickness	258	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	Claw Mastery			0	0	0	0	2	2	1	36	1	8	10	0	1	1	0	0	0	15	% min increased walk speed	70	% max increased walk speed	15	min % increased attack speed	60	max % increased attack speed	3000	duration	300	duration per level	raises attack speed for a ll physical attacks	?	1	0	0	1	?	cast overlay	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Fists of Fire	259	ass	0	0	1	0	hth	ht1	ht2	xxx	xxx	xxx	seq	seq	16	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	6	0	0	0	0				0	0	0	0	3	2	1	44	0	8	2	0	1	0	0	0	0	3	Radius of explosion	4	Radius of firewall fragments	0	?	0	?	0	?	0	?	2 handed attack for HTH	?	1	0	0	1	?	player anim	50	10	8	8	0	0	0	0	0	fire	6	10	5	9	16	0	0	0	0		384	3000
Dragon Claw	260	ass	0	0	1	0	ht2	xxx	xxx	xxx	xxx	xxx	seq	seq	16	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	6	0	0	0	0	Dragon Talon			0	0	0	0	3	2	3	46	0	8	2	0	1	0	0	1	0	50	% Damage bonus	5	% damage per level	0	?	0	?	0	?	0	?	?	?	1	0	0	1	?	player anim	50	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Charged Bolt Sentry	261	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	range	0	12	0	0	0	0	Shock Field			0	0	0	0	1	3	1	6	1	8	13	0	1	0	0	0	0	5	Shots fired	0	?	5	Bolts to send out	0	Bolts to send out per level	0	?	0	?	a trap that emits charged bolts at passing enemies	?	1	0	0	1	?	"generator, missile"	0	0	7	0	0	0	0	0	0	ltng	2	14	3	4	6	0	0	0	0		512	8000
Wake of Fire Sentry	262	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	range	0	12	0	0	0	0	Fire Trauma			0	0	0	0	1	3	2	8	1	8	13	0	1	0	0	0	0	5	Shots fired	0	?	0	?	0	?	0	?	0	?	a trap that sprays fire spikes over a wide area over time	?	1	0	0	1	?	"generator, sound"	0	0	8	0	0	0	0	0	0	fire	5	10	2	3	4	0	0	0	0		512	8000
Weapon Block	263	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	range	0	12	0	0	0	0	Claw Mastery			0	0	0	0	2	3	2	26	1	8	0	0	1	0	0	0	1	20	min % dodge	65	max % dodge	0	?	0	?	0	?	0	?	gives a chance to stun on all attacks	?	1	0	0	1	?	"cloud, sound"	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Cloak of Shadows	264	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Psychic Hammer			0	0	0	0	2	3	3	24	1	8	13	0	1	0	0	0	0	30	min radius of effect	30	max radius of effect	200	duration	0	Duration per level	15	Defense decrease min	60	Defense decrease max	Enemies blinded and more succeptable to damage	?	1	0	0	1	?	player overlay	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Cobra Strike	265	ass	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	a2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	12	0	0	0	0	Tiger Strike			0	0	0	0	3	3	2	50	0	8	2	0	1	0	0	0	0	40	Base percent life steal	5	Percent life steal per level	0	?	0	?	0	?	0	?	Hit the target HTH to leech some of it's life into yours	?	1	0	0	1	?	target cursor	60	15	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Blade Fury	266	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	23	0	0	0	0	0	0	0	0	0	0	0	0	0	range	0	18	0	0	0	0	Blade Sentinel	Wake of Fire Sentry		0	0	0	0	1	4	3	10	0	3	4	1	1	0	0	0	0	0	"Don't Use, missile range mod"	0	"Don't Use, missile range mod"	3	Min Mana to start casting	3	Frame delay between blades	0	?	0	?	a spinning blade device that goes before the player	?	1	0	0	1	?	"genarator, missile"	0	0	8	0	8	10	3	5	8		0	0	0	0	0	0	0	0	0		640	16000
Fade	267	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Quickness			0	0	0	0	2	4	1	30	1	8	10	0	1	1	0	0	0	10	min Elemental resistance	75	max elemental resist	40	min curse length reduction	90	max curse length reduction	3000	duration	300	Duration per level	raises all resistance for a time	?	1	0	0	1	?	missile	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Shadow Warrior	268	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	4	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Cloak of Shadows	Weapon Block		0	0	0	0	2	4	2	38	1	8	27	2	1	0	0	0	0	12	Pluse % HP per level	15	Plus % To Hit per level	12	Plus % AC per level	0	?	0	?	2	item quality per level	creates a powerful shadow warrior to fight with you	?	1	0	0	1	?	"cloud, sound"	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Claws of Thunder	269	ass	0	0	1	0	hth	ht1	ht2	xxx	xxx	xxx	seq	seq	16	0	0	1	1	0	0	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Fists of Fire			0	0	0	0	3	4	1	58	0	8	4	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	summon the spirit of the tiger	?	1	0	0	1	?	target overlay	80	15	8	8	0	0	0	0	0	ltng	1	80	10	20	30	0	0	0	0		640	16000
Dragon Tail	270	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	kick	a1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Dragon Claw			0	0	0	0	3	4	3	48	0	8	10	0	1	0	0	1	0	50	Percent area damage min	10	percent area damage per level	6	Radius	-40	Attack rate penalty	0	?	0	?	summersaults to a random nearby empty location	?	1	0	0	1	?	player anim	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
