Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
BloodDiver	BloodDiver	BatDemon	shocking hit	30	139	1	0	BT	0	0	2	2	2	0	3	10	10	1	50	0	24	57	90	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	5		50		0		15		0		1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	5	2	1	80	10	15	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	22	75	121	357	24	10	15	45	14	22	75	0	0	0	165	567	310	3329	24	35	159	0	0	0	0	0	0	454	1559	528	21526	50	73	334	0	0	0	0	0	0	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkFamiliar	DarkFamiliar	BatDemon	shocking hit	30	140	1	0	BT	0	0	2	2	2	0	3	12	12	1	50	0	27	60	90	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	5		50		0		15		0		1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	5	2	1	85	11	17	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	100	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	24	84	136	475	27	11	17	51	18	28	80	0	0	0	174	596	327	4078	26	37	167	0	0	0	0	0	0	454	1559	528	21526	50	73	334	0	0	0	0	0	0	Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RatMan	RatMan	Fetish		31	141	1	1	FE	0	0	2	2	1	0	1	6	6	1	50	0	10	43	76	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		55		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	158	32	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	48	0	14	24	50	95	11	5	8	19	0	0	0	0	0	0	184	304	234	1251	19	30	120	0	0	0	0	0	0	567	934	446	9228	45	68	282	0	0	0	0	0	0	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fetish	Fetish	Fetish		31	142	1	0	FE	0	0	2	2	1	0	1	7	7	1	50	0	21	54	87	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		60		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	158	32	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	100	0	0	2	0	0	1	0	0	1	0	1	0	0	48	0	28	47	106	260	21	9	14	40	0	0	0	0	0	0	231	381	294	2634	24	37	151	0	0	0	0	0	0	649	1069	510	17517	51	77	323	0	0	0	0	0	0	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Flayer	Flayer	Fetish		31	143	1	0	FE	0	0	2	2	1	0	1	8	8	1	50	0	22	55	88	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		65		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	158	32	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	1	0	0	1	0	1	0	0	48	0	30	49	111	286	22	10	15	42	0	0	0	0	0	0	235	388	299	2818	25	37	154	0	0	0	0	0	0	656	1081	516	18568	51	78	327	0	0	0	0	0	0	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SoulKiller	SoulKiller	Fetish		31	144	1	0	FE	0	0	2	2	1	0	1	9	9	1	50	0	23	56	89	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		70		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	158	32	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	100	0	0	2	0	0	1	0	0	1	0	1	0	0	48	0	31	51	116	315	23	10	16	43	0	0	0	0	0	0	240	395	305	3016	25	38	156	0	0	0	0	0	0	664	1093	522	19682	52	79	330	0	0	0	0	0	0	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
StygianDoll	StygianDoll	Fetish		31	145	1	0	FE	0	0	2	2	1	0	1	10	10	1	50	0	24	57	90	0	2	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		80		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	158	32	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	48	0	32	53	121	346	24	11	16	45	0	0	0	0	0	0	244	402	310	3227	25	39	159	0	0	0	0	0	0	671	1105	528	20863	53	80	334	0	0	0	0	0	0	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DeckardCain	DeckardCain	NPC		32	146	1	1	DC	0	0	2	2	0	0	2	2	2	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gheed	Gheed	NPC		33	147	1	1	GH	0	0	2	2	0	0	2	4	4	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Akara	Akara	NPC		34	148	1	1	PS	0	0	2	2	0	0	2	1	1	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dummy	chicken	chicken		35	149	0	1	CK	1	1	0	0	0	0	1	2	2	1	50	0	99	70	90	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kashya	Kashya	NPC		36	150	1	1	RC	0	0	2	2	0	0	2	3	3	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dummy	rat 	rat		37	151	0	1	RT	1	1	0	0	0	0	1	5	5	1	50	0	99	70	90	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	RogueTown	NPC		38	152	0	1	RG	0	0	2	2	3	0	2	8	8	1	50	0	99	70	90	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	120	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	282	564	497	0	499	0	0	995	0	0	0	0	0	0	660	1320	381	0	0	0	1055	0	0	0	0	0	0	1480	2961	528	0	0	0	1805	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dummy	HellMeteor	Boss		39	153	0	0	K9	0	0	0	0	0	0	0	0	0	1	50	0	0	33	66	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50	launch chance	50	think delay	10	launch radius	0		0		0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	213	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	96	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	180	174	0	0	0	0	0	0	0	0	0	14	14	387	1411	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Charsi	Charsi	NPC		40	154	1	1	CI	0	0	2	2	0	0	2	4	4	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Warriv	Warriv	NPC		41	155	1	1	WA	0	0	2	2	0	0	2	3	3	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Andariel	Andariel	Boss		42	156	0	1	AN	0	0	3	3	3	0	4	8	8	1	25	0	12	45	78	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	hth	35		0		0		0		0		1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	4	5	0	100	5	10	30	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	1	8	1	0	164	12	1	201	0	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	-50	50	50	80	0	0	-50	50	50	50	50	0	-50	50	50	50	0	0	0	1	0	1	0	0	1	0	1	96	0	666	666	60	1281	20	6	19	38	13	23	38	0	0	0	7553	7553	245	16652	22	66	204	44	79	204	0	0	0	22777	22777	457	120512	50	149	470	99	179	470	0	0	0	Andariel	Andariel	Andariel		Andariel (N)	Andariel	Andariel		Andariel (H)	Andariel	Andariel		0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dummy	Smallbird			43	157	0	0	BS	1	1	0	0	0	0	0	7	7	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dummy	Largebird			44	158	0	0	BL	1	1	0	0	0	0	0	4	4	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dummy	Bat	bat 		45	159	0	1	B9	1	1	0	0	0	0	0	7	7	1	50	0	99	70	90	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkRanger	DarkRanger	CorruptRogue		46	160	1	1	CR	0	0	2	2	3	0	2	4	4	1	50	0	4	37	70	0	1	2	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	9	0	bow	60	chase prob	70	attack prob	14	pause	20	melee flee	0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	13	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	100	0	0	2	0	0	1	0	0	0	0	1	0	0	96	0	10	14	20	54	13	0	0	23	0	0	0	0	0	0	234	337	201	956	0	0	280	0	0	0	0	0	0	768	1106	410	7460	0	0	703	0	0	0	0	0	0	Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VileArcher	VileArcher	CorruptRogue		46	161	1	1	CR	0	0	2	2	3	0	2	5	6	1	50	0	5	38	71	0	1	3	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	9	0	bow	70	chase prob	75	attack prob	12	pause	25	melee flee	0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	14	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	0	0	1	0	0	96	0	12	17	25	63	15	0	0	28	0	0	0	0	0	0	240	346	207	1023	0	0	288	0	0	0	0	0	0	779	1122	416	7908	0	0	713	0	0	0	0	0	0	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkArcher	DarkArcher	CorruptRogue		46	162	1	1	CR	0	0	2	2	3	0	2	5	8	1	50	0	7	40	73	0	2	3	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	9	0	bow	80	chase prob	80	attack prob	10	pause	30	melee flee	0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	15	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	100	0	0	2	0	0	1	0	0	0	0	1	0	0	96	0	16	23	35	81	20	0	0	38	0	0	0	0	0	0	253	364	218	1171	0	0	303	0	0	0	0	0	0	801	1153	428	8885	0	0	733	0	0	0	0	0	0	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
